gene_id	group	Case PTV	Ctrl PTV	Case mis3	Ctrl mis3	Case mis2	Ctrl mis2	P ca/co (Class 1)	P ca/co (Class 2)	P ca/co (comb)	De novo PTV	De novo mis3	De novo mis2	P de novo	P meta	Q meta	OR (PTV)	OR (Class I)	OR (Class II)	OR (PTV) lower bound	OR (PTV) upper bound	OR (Class I) lower bound	OR (Class I) upper bound	OR (Class II) lower bound	OR (Class II) upper bound
ENSG00000005882	meta	1	18	0	0	0	0	2.0600e-01	NA	2.0600e-01	NA	NA	NA	NA	2.0600e-01	1.0000e+00	2.2300e-01	2.2300e-01	NA	5.3500e-03	1.4100e+00	5.3500e-03	1.4100e+00	NA	NA
ENSG00000005884	meta	9	35	0	0	0	0	9.3200e-01	NA	9.3200e-01	NA	NA	NA	NA	9.3200e-01	1.0000e+00	1.0300e+00	1.0300e+00	NA	4.3600e-01	2.1900e+00	4.3600e-01	2.1900e+00	NA	NA
ENSG00000005889	meta	0	2	0	0	8	30	1.0000e+00	8.3200e-01	9.5900e-01	NA	NA	NA	NA	9.5900e-01	1.0000e+00	0.0000e+00	0.0000e+00	1.0700e+00	0.0000e+00	2.1400e+01	0.0000e+00	2.1400e+01	4.2400e-01	2.3900e+00
ENSG00000005893	meta	1	0	0	0	0	0	1.8000e-01	NA	1.8000e-01	NA	NA	NA	NA	1.8000e-01	1.0000e+00	Infinity	Infinity	NA	1.0300e-01	Infinity	1.0300e-01	Infinity	NA	NA
ENSG00000005955	meta	5	1	0	0	6	19	1.6000e-02	5.8000e-01	1.3500e-02	NA	NA	NA	NA	1.3500e-02	8.0100e-01	2.0100e+01	2.0100e+01	1.2700e+00	2.2500e+00	9.4400e+02	2.2500e+00	9.4400e+02	4.1400e-01	3.3000e+00
ENSG00000005961	meta	14	45	0	0	7	23	5.9600e-01	6.2500e-01	5.2600e-01	NA	NA	NA	NA	5.2600e-01	1.0000e+00	1.2500e+00	1.2500e+00	1.2200e+00	6.3300e-01	2.3200e+00	6.3300e-01	2.3200e+00	4.4300e-01	2.9400e+00
ENSG00000005981	meta	10	29	0	0	0	0	4.1200e-01	NA	4.1200e-01	NA	NA	NA	NA	4.1200e-01	1.0000e+00	1.3800e+00	1.3800e+00	NA	6.0200e-01	2.9200e+00	6.0200e-01	2.9200e+00	NA	NA
ENSG00000006007	meta	3	23	0	0	0	0	4.4400e-01	NA	4.4400e-01	NA	NA	NA	NA	4.4400e-01	1.0000e+00	5.2300e-01	5.2300e-01	NA	1.0100e-01	1.7300e+00	1.0100e-01	1.7300e+00	NA	NA
ENSG00000006016	meta	5	15	0	0	0	0	5.4800e-01	NA	5.4800e-01	NA	NA	NA	NA	5.4800e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	3.8000e-01	3.8700e+00	3.8000e-01	3.8700e+00	NA	NA
ENSG00000006025	meta	3	20	0	0	0	0	6.1000e-01	NA	6.1000e-01	NA	NA	NA	NA	6.1000e-01	1.0000e+00	6.0200e-01	6.0200e-01	NA	1.1500e-01	2.0300e+00	1.1500e-01	2.0300e+00	NA	NA
ENSG00000006042	meta	0	7	0	0	0	0	5.4200e-01	NA	5.4200e-01	NA	NA	NA	NA	5.4200e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	2.7800e+00	0.0000e+00	2.7800e+00	NA	NA
ENSG00000006047	meta	0	2	0	0	3	6	1.0000e+00	3.7900e-01	8.3000e-01	NA	NA	NA	NA	8.3000e-01	1.0000e+00	0.0000e+00	0.0000e+00	2.0100e+00	0.0000e+00	2.1400e+01	0.0000e+00	2.1400e+01	3.2500e-01	9.4000e+00
ENSG00000006059	meta	11	37	0	0	0	0	6.7600e-01	NA	6.7600e-01	NA	NA	NA	NA	6.7600e-01	1.0000e+00	1.1900e+00	1.1900e+00	NA	5.4900e-01	2.3900e+00	5.4900e-01	2.3900e+00	NA	NA
ENSG00000006071	meta	15	57	0	0	4	14	8.0000e-01	8.0200e-01	7.5900e-01	NA	NA	NA	NA	7.5900e-01	1.0000e+00	1.0600e+00	1.0600e+00	1.1500e+00	5.5500e-01	1.8900e+00	5.5500e-01	1.8900e+00	2.7500e-01	3.6500e+00
ENSG00000006074	meta	2	4	0	0	0	0	4.0000e-01	NA	4.0000e-01	NA	NA	NA	NA	4.0000e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	1.8200e-01	1.4000e+01	1.8200e-01	1.4000e+01	NA	NA
ENSG00000006075	meta	1	6	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	6.6900e-01	6.6900e-01	NA	1.4500e-02	5.5100e+00	1.4500e-02	5.5100e+00	NA	NA
ENSG00000006114	meta	6	14	0	0	0	0	5.0800e-01	NA	5.0800e-01	NA	NA	NA	NA	5.0800e-01	1.0000e+00	1.7200e+00	1.7200e+00	NA	5.4200e-01	4.7700e+00	5.4200e-01	4.7700e+00	NA	NA
ENSG00000006116	meta	NA	NA	NA	NA	13	37	NA	2.6000e-01	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	NA	1.4100e+00	0.0000e+00	Infinity	NA	NA	6.8800e-01	2.7200e+00
ENSG00000006118	meta	6	39	0	0	0	0	3.8500e-01	NA	3.8500e-01	NA	NA	NA	NA	3.8500e-01	1.0000e+00	6.1700e-01	6.1700e-01	NA	2.1400e-01	1.4700e+00	2.1400e-01	1.4700e+00	NA	NA
ENSG00000006125	meta	1	7	0	1	4	20	1.0000e+00	1.0000e+00	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	5.7300e-01	5.0200e-01	8.0300e-01	1.2700e-02	4.4600e+00	1.1300e-02	3.7400e+00	1.9900e-01	2.4000e+00
ENSG00000006128	meta	0	1	0	0	0	3	1.0000e+00	1.0000e+00	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	0.0000e+00	9.7100e+00
ENSG00000006194	meta	12	19	0	0	0	0	4.6300e-02	NA	4.6300e-02	NA	NA	NA	NA	4.6300e-02	9.7200e-01	2.5400e+00	2.5400e+00	NA	1.1200e+00	5.5000e+00	1.1200e+00	5.5000e+00	NA	NA
ENSG00000006210	meta	0	5	0	0	0	0	9.8200e-01	NA	9.8200e-01	NA	NA	NA	NA	9.8200e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	4.3800e+00	0.0000e+00	4.3800e+00	NA	NA
ENSG00000006282	meta	15	49	0	0	0	0	5.8000e-01	NA	5.8000e-01	NA	NA	NA	NA	5.8000e-01	1.0000e+00	1.2300e+00	1.2300e+00	NA	6.4000e-01	2.2300e+00	6.4000e-01	2.2300e+00	NA	NA
ENSG00000006283	meta	10	13	8	4	55	134	3.1600e-06	3.1700e-02	4.5700e-07	NA	NA	1	2.7900e-01	4.5700e-07	1.5400e-03	3.0900e+00	4.2500e+00	1.6800e+00	1.2100e+00	7.6300e+00	2.0700e+00	8.7800e+00	1.2100e+00	2.3100e+00
ENSG00000006327	meta	1	0	0	0	0	0	8.3200e-02	NA	8.3200e-02	NA	NA	NA	NA	8.3200e-02	1.0000e+00	Infinity	Infinity	NA	1.0300e-01	Infinity	1.0300e-01	Infinity	NA	NA
ENSG00000006377	meta	NA	NA	NA	NA	0	1	NA	1.0000e+00	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	NA	0.0000e+00	0.0000e+00	Infinity	NA	NA	0.0000e+00	1.5600e+02
ENSG00000006432	meta	9	36	0	0	0	0	8.5200e-01	NA	8.5200e-01	NA	NA	NA	NA	8.5200e-01	1.0000e+00	1.0000e+00	1.0000e+00	NA	4.2500e-01	2.1200e+00	4.2500e-01	2.1200e+00	NA	NA
ENSG00000006451	meta	2	0	0	0	3	6	1.5300e-01	4.4200e-01	1.1600e-01	NA	NA	NA	NA	1.1600e-01	1.0000e+00	Infinity	Infinity	2.0100e+00	7.5400e-01	Infinity	7.5400e-01	Infinity	3.2500e-01	9.4000e+00
ENSG00000006453	meta	5	20	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	2.9400e-01	2.7600e+00	2.9400e-01	2.7600e+00	NA	NA
ENSG00000006459	meta	4	11	0	0	10	41	5.6700e-01	1.0000e+00	5.6700e-01	NA	NA	NA	NA	5.6700e-01	1.0000e+00	1.4600e+00	1.4600e+00	9.7900e-01	3.3900e-01	4.9300e+00	3.3900e-01	4.9300e+00	4.3700e-01	1.9900e+00
ENSG00000006468	meta	2	4	0	0	0	0	2.0000e-01	NA	2.0000e-01	NA	NA	NA	NA	2.0000e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	1.8200e-01	1.4000e+01	1.8200e-01	1.4000e+01	NA	NA
ENSG00000006530	meta	2	32	0	0	0	0	5.5500e-02	NA	5.5500e-02	NA	NA	NA	NA	5.5500e-02	1.0000e+00	2.5100e-01	2.5100e-01	NA	2.9100e-02	9.8300e-01	2.9100e-02	9.8300e-01	NA	NA
ENSG00000006534	meta	1	7	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	5.7300e-01	5.7300e-01	NA	1.2700e-02	4.4600e+00	1.2700e-02	4.4600e+00	NA	NA
ENSG00000006555	meta	2	14	0	0	0	0	7.4500e-01	NA	7.4500e-01	NA	NA	NA	NA	7.4500e-01	1.0000e+00	5.7300e-01	5.7300e-01	NA	6.3200e-02	2.5000e+00	6.3200e-02	2.5000e+00	NA	NA
ENSG00000006576	meta	6	19	0	0	1	10	5.9900e-01	7.1200e-01	5.9900e-01	NA	NA	NA	NA	5.9900e-01	1.0000e+00	1.2700e+00	1.2700e+00	4.0100e-01	4.1400e-01	3.3000e+00	4.1400e-01	3.3000e+00	9.2500e-03	2.8200e+00
ENSG00000006606	meta	0	4	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	6.0800e+00	0.0000e+00	6.0800e+00	NA	NA
ENSG00000006607	meta	26	119	0	0	0	0	6.3500e-01	NA	6.3500e-01	NA	NA	NA	NA	6.3500e-01	1.0000e+00	8.7700e-01	8.7700e-01	NA	5.5000e-01	1.3500e+00	5.5000e-01	1.3500e+00	NA	NA
ENSG00000006611	meta	12	53	0	0	0	0	8.7100e-01	NA	8.7100e-01	NA	NA	NA	NA	8.7100e-01	1.0000e+00	9.0900e-01	9.0900e-01	NA	4.4200e-01	1.7200e+00	4.4200e-01	1.7200e+00	NA	NA
ENSG00000006625	meta	2	20	0	0	0	0	3.3300e-01	NA	3.3300e-01	NA	NA	NA	NA	3.3300e-01	1.0000e+00	4.0100e-01	4.0100e-01	NA	4.5500e-02	1.6500e+00	4.5500e-02	1.6500e+00	NA	NA
ENSG00000006634	meta	3	16	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	7.5300e-01	7.5300e-01	NA	1.4100e-01	2.6300e+00	1.4100e-01	2.6300e+00	NA	NA
ENSG00000006638	meta	8	15	0	0	1	7	3.2100e-01	1.0000e+00	3.2100e-01	NA	NA	NA	NA	3.2100e-01	1.0000e+00	2.1400e+00	2.1400e+00	5.7300e-01	7.8600e-01	5.3800e+00	7.8600e-01	5.3800e+00	1.2700e-02	4.4600e+00
ENSG00000006652	meta	7	12	0	0	0	0	6.3400e-02	NA	6.3400e-02	NA	NA	NA	NA	6.3400e-02	1.0000e+00	2.3400e+00	2.3400e+00	NA	7.8100e-01	6.4500e+00	7.8100e-01	6.4500e+00	NA	NA
ENSG00000006659	meta	1	8	0	0	0	0	6.8200e-01	NA	6.8200e-01	NA	NA	NA	NA	6.8200e-01	1.0000e+00	5.0200e-01	5.0200e-01	NA	1.1300e-02	3.7400e+00	1.1300e-02	3.7400e+00	NA	NA
ENSG00000006695	meta	2	7	0	0	0	0	6.2300e-01	NA	6.2300e-01	NA	NA	NA	NA	6.2300e-01	1.0000e+00	1.1500e+00	1.1500e+00	NA	1.1600e-01	6.0200e+00	1.1600e-01	6.0200e+00	NA	NA
ENSG00000006704	meta	5	9	0	0	0	0	3.4400e-01	NA	3.4400e-01	NA	NA	NA	NA	3.4400e-01	1.0000e+00	2.2300e+00	2.2300e+00	NA	5.8700e-01	7.4100e+00	5.8700e-01	7.4100e+00	NA	NA
ENSG00000006712	meta	5	17	0	0	9	32	8.8800e-01	6.7600e-01	8.1100e-01	NA	NA	NA	NA	8.1100e-01	1.0000e+00	1.4200e+00	1.4200e+00	1.1300e+00	4.5700e-01	3.7700e+00	4.5700e-01	3.7700e+00	4.7400e-01	2.4200e+00
ENSG00000006715	meta	12	52	0	0	0	0	9.2400e-01	NA	9.2400e-01	NA	NA	NA	NA	9.2400e-01	1.0000e+00	9.2600e-01	9.2600e-01	NA	4.5000e-01	1.7600e+00	4.5000e-01	1.7600e+00	NA	NA
ENSG00000006740	meta	2	14	0	0	1	0	8.8600e-01	5.7700e-01	8.8600e-01	NA	NA	NA	NA	8.8600e-01	1.0000e+00	5.7300e-01	5.7300e-01	Infinity	6.3200e-02	2.5000e+00	6.3200e-02	2.5000e+00	1.0300e-01	Infinity
ENSG00000006744	meta	11	59	0	0	0	0	2.9800e-01	NA	2.9800e-01	NA	NA	NA	NA	2.9800e-01	1.0000e+00	7.4800e-01	7.4800e-01	NA	3.5400e-01	1.4400e+00	3.5400e-01	1.4400e+00	NA	NA
ENSG00000006747	meta	13	26	0	0	0	0	8.1800e-02	NA	8.1800e-02	NA	NA	NA	NA	8.1800e-02	1.0000e+00	2.0100e+00	2.0100e+00	NA	9.4700e-01	4.0500e+00	9.4700e-01	4.0500e+00	NA	NA
ENSG00000006756	meta	7	6	0	0	0	0	8.7500e-03	NA	8.7500e-03	NA	NA	NA	NA	8.7500e-03	6.9800e-01	4.6800e+00	4.6800e+00	NA	1.3500e+00	1.6900e+01	1.3500e+00	1.6900e+01	NA	NA
ENSG00000006757	meta	2	16	0	0	0	0	6.1000e-01	NA	6.1000e-01	NA	NA	NA	NA	6.1000e-01	1.0000e+00	5.0200e-01	5.0200e-01	NA	5.6000e-02	2.1300e+00	5.6000e-02	2.1300e+00	NA	NA
ENSG00000006788	meta	26	110	0	0	0	0	9.7500e-01	NA	9.7500e-01	NA	NA	NA	NA	9.7500e-01	1.0000e+00	9.4900e-01	9.4900e-01	NA	5.9300e-01	1.4700e+00	5.9300e-01	1.4700e+00	NA	NA
ENSG00000006831	meta	4	7	0	0	7	8	2.4800e-01	1.3800e-02	8.5000e-02	NA	NA	NA	NA	8.5000e-02	1.0000e+00	2.2900e+00	2.2900e+00	3.5100e+00	4.9200e-01	9.0200e+00	4.9200e-01	9.0200e+00	1.0800e+00	1.1100e+01
ENSG00000006837	meta	7	32	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.7800e-01	8.7800e-01	NA	3.2700e-01	2.0300e+00	3.2700e-01	2.0300e+00	NA	NA
ENSG00000007001	meta	6	19	0	0	0	0	7.4900e-01	NA	7.4900e-01	NA	NA	NA	NA	7.4900e-01	1.0000e+00	1.2700e+00	1.2700e+00	NA	4.1400e-01	3.3000e+00	4.1400e-01	3.3000e+00	NA	NA
ENSG00000007038	meta	4	13	0	0	0	0	9.0600e-01	NA	9.0600e-01	NA	NA	NA	NA	9.0600e-01	1.0000e+00	1.2300e+00	1.2300e+00	NA	2.9300e-01	4.0000e+00	2.9300e-01	4.0000e+00	NA	NA
ENSG00000007047	meta	1	5	0	1	6	29	1.0000e+00	8.6100e-01	9.6600e-01	NA	NA	NA	NA	9.6600e-01	1.0000e+00	8.0300e-01	6.6900e-01	8.3000e-01	1.7000e-02	7.1700e+00	1.4500e-02	5.5100e+00	2.8200e-01	2.0400e+00
ENSG00000007062	meta	22	35	0	0	0	0	1.6000e-03	NA	1.6000e-03	NA	NA	NA	NA	1.6000e-03	3.8200e-01	2.5200e+00	2.5200e+00	NA	1.4100e+00	4.4300e+00	1.4100e+00	4.4300e+00	NA	NA
ENSG00000007080	meta	2	5	0	0	0	0	7.9600e-01	NA	7.9600e-01	NA	NA	NA	NA	7.9600e-01	1.0000e+00	1.6100e+00	1.6100e+00	NA	1.5300e-01	9.8100e+00	1.5300e-01	9.8100e+00	NA	NA
ENSG00000007129	meta	4	13	0	0	0	0	2.6300e-01	NA	2.6300e-01	NA	NA	NA	NA	2.6300e-01	1.0000e+00	1.2300e+00	1.2300e+00	NA	2.9300e-01	4.0000e+00	2.9300e-01	4.0000e+00	NA	NA
ENSG00000007168	meta	2	3	0	0	3	18	3.8800e-01	8.0500e-01	3.8800e-01	NA	NA	NA	NA	3.8800e-01	1.0000e+00	2.6800e+00	2.6800e+00	6.6900e-01	2.2300e-01	2.3400e+01	2.2300e-01	2.3400e+01	1.2600e-01	2.2900e+00
ENSG00000007171	meta	18	62	1	1	1	7	4.9000e-01	1.0000e+00	4.9000e-01	NA	NA	NA	NA	4.9000e-01	1.0000e+00	1.1700e+00	1.2100e+00	5.7300e-01	6.4900e-01	2.0000e+00	6.8400e-01	2.0500e+00	1.2700e-02	4.4600e+00
ENSG00000007174	meta	62	204	0	0	0	0	1.3500e-01	NA	1.3500e-01	NA	NA	NA	NA	1.3500e-01	1.0000e+00	1.2400e+00	1.2400e+00	NA	9.1900e-01	1.6500e+00	9.1900e-01	1.6500e+00	NA	NA
ENSG00000007202	meta	15	69	0	0	3	19	7.8800e-01	5.8000e-01	6.9300e-01	NA	NA	NA	NA	6.9300e-01	1.0000e+00	8.7200e-01	8.7200e-01	6.3400e-01	4.6300e-01	1.5400e+00	4.6300e-01	1.5400e+00	1.2000e-01	2.1500e+00
ENSG00000007216	meta	9	34	0	0	0	0	6.8900e-01	NA	6.8900e-01	NA	NA	NA	NA	6.8900e-01	1.0000e+00	1.0600e+00	1.0600e+00	NA	4.4800e-01	2.2600e+00	4.4800e-01	2.2600e+00	NA	NA
ENSG00000007237	meta	7	5	0	0	4	10	1.0900e-02	4.8100e-01	8.2500e-03	NA	NA	NA	NA	8.2500e-03	6.8400e-01	5.6200e+00	5.6200e+00	1.6100e+00	1.5400e+00	2.2500e+01	1.5400e+00	2.2500e+01	3.6800e-01	5.5700e+00
ENSG00000007255	meta	5	8	0	0	0	0	2.7400e-02	NA	2.7400e-02	NA	NA	NA	NA	2.7400e-02	8.7100e-01	2.5100e+00	2.5100e+00	NA	6.4600e-01	8.7000e+00	6.4600e-01	8.7000e+00	NA	NA
ENSG00000007264	meta	9	18	0	0	0	0	9.4600e-02	NA	9.4600e-02	NA	NA	NA	NA	9.4600e-02	1.0000e+00	2.0100e+00	2.0100e+00	NA	7.9400e-01	4.7100e+00	7.9400e-01	4.7100e+00	NA	NA
ENSG00000007306	meta	2	13	0	0	0	0	4.8500e-01	NA	4.8500e-01	NA	NA	NA	NA	4.8500e-01	1.0000e+00	6.1700e-01	6.1700e-01	NA	6.7600e-02	2.7300e+00	6.7600e-02	2.7300e+00	NA	NA
ENSG00000007312	meta	2	1	0	0	0	0	2.4100e-01	NA	2.4100e-01	NA	NA	NA	NA	2.4100e-01	1.0000e+00	8.0300e+00	8.0300e+00	NA	4.1800e-01	4.7200e+02	4.1800e-01	4.7200e+02	NA	NA
ENSG00000007314	meta	10	38	0	0	0	0	9.3700e-01	NA	9.3700e-01	NA	NA	NA	NA	9.3700e-01	1.0000e+00	1.0600e+00	1.0600e+00	NA	4.6900e-01	2.1600e+00	4.6900e-01	2.1600e+00	NA	NA
ENSG00000007341	meta	8	37	0	0	0	0	7.9400e-01	NA	7.9400e-01	NA	NA	NA	NA	7.9400e-01	1.0000e+00	8.6800e-01	8.6800e-01	NA	3.4900e-01	1.8900e+00	3.4900e-01	1.8900e+00	NA	NA
ENSG00000007350	meta	1	2	0	0	0	0	6.9500e-01	NA	6.9500e-01	NA	NA	NA	NA	6.9500e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	3.4000e-02	3.8500e+01	3.4000e-02	3.8500e+01	NA	NA
ENSG00000007372	meta	1	0	0	2	6	5	3.9800e-01	7.2400e-03	1.4000e-01	NA	NA	NA	NA	1.4000e-01	1.0000e+00	Infinity	2.0100e+00	4.8200e+00	1.0300e-01	Infinity	3.4000e-02	3.8500e+01	1.2200e+00	2.0000e+01
ENSG00000007376	meta	3	21	0	0	0	0	5.5200e-01	NA	5.5200e-01	NA	NA	NA	NA	5.5200e-01	1.0000e+00	5.7300e-01	5.7300e-01	NA	1.0900e-01	1.9200e+00	1.0900e-01	1.9200e+00	NA	NA
ENSG00000007384	meta	6	37	0	0	2	9	4.4600e-01	1.0000e+00	4.4600e-01	NA	NA	NA	NA	4.4600e-01	1.0000e+00	6.5100e-01	6.5100e-01	8.9200e-01	2.2400e-01	1.5600e+00	2.2400e-01	1.5600e+00	9.3800e-02	4.3100e+00
ENSG00000007392	meta	2	14	0	0	0	0	5.7900e-01	NA	5.7900e-01	NA	NA	NA	NA	5.7900e-01	1.0000e+00	5.7300e-01	5.7300e-01	NA	6.3200e-02	2.5000e+00	6.3200e-02	2.5000e+00	NA	NA
ENSG00000007402	meta	2	10	0	0	18	46	1.0000e+00	1.9700e-01	7.5300e-01	NA	NA	NA	NA	7.5300e-01	1.0000e+00	1.2000e+00	1.2000e+00	1.5700e+00	2.1300e-01	4.6800e+00	2.1300e-01	4.6800e+00	8.5700e-01	2.7600e+00
ENSG00000007516	meta	15	53	0	0	0	0	5.2000e-01	NA	5.2000e-01	NA	NA	NA	NA	5.2000e-01	1.0000e+00	1.1400e+00	1.1400e+00	NA	5.9500e-01	2.0500e+00	5.9500e-01	2.0500e+00	NA	NA
ENSG00000007520	meta	1	21	0	0	0	0	1.1500e-01	NA	1.1500e-01	NA	NA	NA	NA	1.1500e-01	1.0000e+00	1.9100e-01	1.9100e-01	NA	4.6200e-03	1.1900e+00	4.6200e-03	1.1900e+00	NA	NA
ENSG00000007541	meta	12	28	0	0	0	0	6.8800e-01	NA	6.8800e-01	NA	NA	NA	NA	6.8800e-01	1.0000e+00	1.7200e+00	1.7200e+00	NA	7.9700e-01	3.4900e+00	7.9700e-01	3.4900e+00	NA	NA
ENSG00000007545	meta	7	7	0	0	1	4	8.0200e-03	1.0000e+00	8.0200e-03	NA	NA	NA	NA	8.0200e-03	6.8100e-01	4.0100e+00	4.0100e+00	1.0000e+00	1.2000e+00	1.3400e+01	1.2000e+00	1.3400e+01	2.0400e-02	1.0100e+01
ENSG00000007908	meta	8	35	0	0	0	0	3.4100e-01	NA	3.4100e-01	NA	NA	NA	NA	3.4100e-01	1.0000e+00	9.1700e-01	9.1700e-01	NA	3.6800e-01	2.0100e+00	3.6800e-01	2.0100e+00	NA	NA
ENSG00000007923	meta	0	9	0	0	0	0	1.9500e-01	NA	1.9500e-01	NA	NA	NA	NA	1.9500e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	2.0300e+00	0.0000e+00	2.0300e+00	NA	NA
ENSG00000007933	meta	17	47	0	0	0	0	5.7700e-01	NA	5.7700e-01	NA	NA	NA	NA	5.7700e-01	1.0000e+00	1.4500e+00	1.4500e+00	NA	7.8200e-01	2.5800e+00	7.8200e-01	2.5800e+00	NA	NA
ENSG00000007944	meta	1	13	0	0	0	0	4.0900e-01	NA	4.0900e-01	NA	NA	NA	NA	4.0900e-01	1.0000e+00	3.0900e-01	3.0900e-01	NA	7.2700e-03	2.0600e+00	7.2700e-03	2.0600e+00	NA	NA
ENSG00000007952	meta	7	16	0	0	0	0	1.7700e-01	NA	1.7700e-01	NA	NA	NA	NA	1.7700e-01	1.0000e+00	1.7600e+00	1.7600e+00	NA	6.1100e-01	4.5100e+00	6.1100e-01	4.5100e+00	NA	NA
ENSG00000007968	meta	4	8	0	0	0	0	5.3800e-01	NA	5.3800e-01	NA	NA	NA	NA	5.3800e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	4.4200e-01	7.4900e+00	4.4200e-01	7.4900e+00	NA	NA
ENSG00000008018	meta	1	0	0	0	0	0	1.8000e-01	NA	1.8000e-01	NA	NA	NA	NA	1.8000e-01	1.0000e+00	Infinity	Infinity	NA	1.0300e-01	Infinity	1.0300e-01	Infinity	NA	NA
ENSG00000008056	meta	1	0	0	0	1	4	3.9000e-01	1.0000e+00	3.9000e-01	NA	NA	NA	NA	3.9000e-01	1.0000e+00	Infinity	Infinity	2.0100e+00	1.0300e-01	Infinity	1.0300e-01	Infinity	1.8200e-01	1.4000e+01
ENSG00000008083	meta	6	5	0	0	21	90	7.4500e-03	9.0100e-01	7.4500e-03	NA	NA	1	1.2600e-01	3.6500e-03	5.2100e-01	4.8200e+00	4.8200e+00	9.8100e-01	1.2200e+00	2.0000e+01	1.2200e+00	2.0000e+01	5.8600e-01	1.5800e+00
ENSG00000008086	meta	1	5	0	2	2	16	1.0000e+00	5.5100e-01	8.8400e-01	NA	NA	NA	NA	8.8400e-01	1.0000e+00	8.0300e-01	5.7300e-01	5.0200e-01	1.7000e-02	7.1700e+00	1.2700e-02	4.4600e+00	5.6000e-02	2.1300e+00
ENSG00000008118	meta	5	9	0	0	6	16	2.6000e-01	4.9300e-01	2.0800e-01	NA	NA	NA	NA	2.0800e-01	1.0000e+00	2.2300e+00	2.2300e+00	1.5100e+00	5.8700e-01	7.4100e+00	5.8700e-01	7.4100e+00	4.8200e-01	4.0500e+00
ENSG00000008128	meta	14	27	0	0	0	0	6.1900e-02	NA	6.1900e-02	NA	NA	NA	NA	6.1900e-02	1.0000e+00	2.0800e+00	2.0800e+00	NA	1.0100e+00	4.1100e+00	1.0100e+00	4.1100e+00	NA	NA
ENSG00000008130	meta	10	14	0	0	0	0	2.7400e-02	NA	2.7400e-02	NA	NA	NA	NA	2.7400e-02	8.7100e-01	2.8700e+00	2.8700e+00	NA	1.1400e+00	6.9400e+00	1.1400e+00	6.9400e+00	NA	NA
ENSG00000008196	meta	0	1	0	0	0	2	1.0000e+00	1.0000e+00	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	0.0000e+00	2.1400e+01
ENSG00000008197	meta	2	3	0	0	0	0	2.0800e-01	NA	2.0800e-01	NA	NA	NA	NA	2.0800e-01	1.0000e+00	2.6800e+00	2.6800e+00	NA	2.2300e-01	2.3400e+01	2.2300e-01	2.3400e+01	NA	NA
ENSG00000008226	meta	19	91	0	0	0	0	6.4100e-01	NA	6.4100e-01	NA	NA	NA	NA	6.4100e-01	1.0000e+00	8.3800e-01	8.3800e-01	NA	4.8200e-01	1.3800e+00	4.8200e-01	1.3800e+00	NA	NA
ENSG00000008256	meta	3	4	0	0	14	45	2.1500e-01	4.9800e-01	1.7100e-01	NA	NA	NA	NA	1.7100e-01	1.0000e+00	3.0100e+00	3.0100e+00	1.2500e+00	4.4100e-01	1.7800e+01	4.4100e-01	1.7800e+01	6.3300e-01	2.3200e+00
ENSG00000008277	meta	10	21	0	0	0	0	9.2600e-02	NA	9.2600e-02	NA	NA	NA	NA	9.2600e-02	1.0000e+00	1.9100e+00	1.9100e+00	NA	8.0400e-01	4.2400e+00	8.0400e-01	4.2400e+00	NA	NA
ENSG00000008282	meta	2	5	0	0	0	0	6.0200e-01	NA	6.0200e-01	NA	NA	NA	NA	6.0200e-01	1.0000e+00	1.6100e+00	1.6100e+00	NA	1.5300e-01	9.8100e+00	1.5300e-01	9.8100e+00	NA	NA
