transcript_id	module	module.color	module.number	kME	kMEtoMod	gene_id	transcript_name	gene_name	ensg	novelty
TALONT000614086	M3.brown	brown	3	0.92947882041264	3	ENSG00000163166.15_5	IWS1_TALONT000614086	IWS1	ENSG00000163166	ISM
TALONT000614089	M19.lightyellow	lightyellow	19	0.5926218331460625	19	ENSG00000116539.13_6	ASH1L_TALONT000614089	ASH1L	ENSG00000116539	NNC
TALONT000614101	M3.brown	brown	3	0.8403600205246143	3	ENSG00000174106.3_4	LEMD3_TALONT000614101	LEMD3	ENSG00000174106	ISM
TALONT000614166	M36.yellowgreen	yellowgreen	36	0.6643068746361479	36	ENSG00000136709.12_6	WDR33_TALONT000614166	WDR33	ENSG00000136709	ISM
TALONT000614275	M4.yellow	yellow	4	0.5459180529370478	4	ENSG00000136709.12_6	WDR33_TALONT000614275	WDR33	ENSG00000136709	ISM
TALONT000614281	M2.blue	blue	2	0.908729948553503	2	ENSG00000137575.12_4	SDCBP_TALONT000614281	SDCBP	ENSG00000137575	NIC
TALONT000614375	M1.turquoise	turquoise	1	0.842408453161606	1	ENSG00000155974.12_7	GRIP1_TALONT000614375	GRIP1	ENSG00000155974	NIC
TALONT000614379	M42.lightcyan1	lightcyan1	42	0.7611330922525484	42	ENSG00000155974.12_7	GRIP1_TALONT000614379	GRIP1	ENSG00000155974	ISM
TALONT000614401	M35.sienna3	sienna3	35	0.6837482304171543	35	ENSG00000155974.12_7	GRIP1_TALONT000614401	GRIP1	ENSG00000155974	ISM
TALONT000614708	M19.lightyellow	lightyellow	19	0.37043908534952075	19	ENSG00000125459.16_5	MSTO1_TALONT000614708	MSTO1	ENSG00000125459	NIC
TALONT000614723	M3.brown	brown	3	0.7825408765628892	3	ENSG00000125459.16_5	MSTO1_TALONT000614723	MSTO1	ENSG00000125459	NIC
TALONT000614951	M4.yellow	yellow	4	0.7627066179513919	4	ENSG00000118407.15_5	FILIP1_TALONT000614951	FILIP1	ENSG00000118407	ISM
TALONT000615007	M42.lightcyan1	lightcyan1	42	0.578489796077306	42	ENSG00000163374.19_5	YY1AP1_TALONT000615007	YY1AP1	ENSG00000163374	NIC
TALONT000615010	M16.lightcyan	lightcyan	16	0.6385524486204883	16	ENSG00000112701.18_4	SENP6_TALONT000615010	SENP6	ENSG00000112701	ISM
TALONT000615026	M1.turquoise	turquoise	1	0.8381883810248623	1	ENSG00000163374.19_5	YY1AP1_TALONT000615026	YY1AP1	ENSG00000163374	ISM
TALONT000615070	M14.cyan	cyan	14	0.8631558307148872	14	ENSG00000144895.12_5	EIF2A_TALONT000615070	EIF2A	ENSG00000144895	ISM
TALONT000615112	M3.brown	brown	3	0.7974289291415929	3	ENSG00000112701.18_4	SENP6_TALONT000615112	SENP6	ENSG00000112701	ISM
TALONT000615360	M37.skyblue3	skyblue3	37	0.674063420321554	37	ENSG00000112701.18_4	SENP6_TALONT000615360	SENP6	ENSG00000112701	ISM
TALONT000615453	M2.blue	blue	2	0.9840839054667128	2	ENSG00000196586.16_7	MYO6_TALONT000615453	MYO6	ENSG00000196586	ISM
TALONT000615467	M2.blue	blue	2	0.8328641405355125	2	ENSG00000196586.16_7	MYO6_TALONT000615467	MYO6	ENSG00000196586	ISM
TALONT000615470	M1.turquoise	turquoise	1	0.8125895881197317	1	ENSG00000196586.16_7	MYO6_TALONT000615470	MYO6	ENSG00000196586	ISM
TALONT000615493	M4.yellow	yellow	4	0.784527717680582	4	ENSG00000137575.12_4	SDCBP_TALONT000615493	SDCBP	ENSG00000137575	ISM
TALONT000615507	M19.lightyellow	lightyellow	19	0.6887867791421555	19	ENSG00000136715.18_6	SAP130_TALONT000615507	SAP130	ENSG00000136715	NIC
TALONT000615519	M23.darkturquoise	darkturquoise	23	0.47761782060239566	23	ENSG00000137575.12_4	SDCBP_TALONT000615519	SDCBP	ENSG00000137575	ISM
TALONT000615543	M11.greenyellow	greenyellow	11	0.8189599834336497	11	ENSG00000137575.12_4	SDCBP_TALONT000615543	SDCBP	ENSG00000137575	ISM
TALONT000615669	M2.blue	blue	2	0.8401377472625872	2	ENSG00000196586.16_7	MYO6_TALONT000615669	MYO6	ENSG00000196586	NNC
TALONT000615719	M31.paleturquoise	paleturquoise	31	0.7098710689105586	31	ENSG00000198846.6_5	TOX_TALONT000615719	TOX	ENSG00000198846	ISM
TALONT000615725	M6.red	red	6	0.7806186236981421	6	ENSG00000198846.6_5	TOX_TALONT000615725	TOX	ENSG00000198846	NIC
TALONT000615848	M27.white	white	27	0.728750351916535	27	ENSG00000181788.4_4	SIAH2_TALONT000615848	SIAH2	ENSG00000181788	NNC
TALONT000615855	M52.salmon4	salmon4	52	0.8507277161145288	52	ENSG00000198846.6_5	TOX_TALONT000615855	TOX	ENSG00000198846	ISM
TALONT000616004	M23.darkturquoise	darkturquoise	23	0.7331456165289825	23	ENSG00000111530.13_6	CAND1_TALONT000616004	CAND1	ENSG00000111530	ISM
TALONT000616022	M27.white	white	27	0.5539038544719525	27	ENSG00000111530.13_6	CAND1_TALONT000616022	CAND1	ENSG00000111530	ISM
TALONT000616139	M5.green	green	5	0.7812365100817594	5	ENSG00000111530.13_6	CAND1_TALONT000616139	CAND1	ENSG00000111530	ISM
TALONT000616358	M5.green	green	5	0.8183421872532955	5	ENSG00000111530.13_6	CAND1_TALONT000616358	CAND1	ENSG00000111530	ISM
TALONT000616380	M8.pink	pink	8	0.7446696364871334	8	ENSG00000104388.15_6	RAB2A_TALONT000616380	RAB2A	ENSG00000104388	ISM
TALONT000616633	M28.skyblue	skyblue	28	0.7155719861140881	28	ENSG00000152601.17_5	MBNL1_TALONT000616633	MBNL1	ENSG00000152601	ISM
TALONT000616691	M31.paleturquoise	paleturquoise	31	0.5327999151798991	31	ENSG00000136699.19_6	SMPD4_TALONT000616691	SMPD4	ENSG00000136699	ISM
TALONT000616749	M2.blue	blue	2	0.9356824597797958	2	ENSG00000111554.14_3	MDM1_TALONT000616749	MDM1	ENSG00000111554	NIC
TALONT000616804	M3.brown	brown	3	0.878587987579015	3	ENSG00000116580.18_3	GON4L_TALONT000616804	GON4L	ENSG00000116580	ISM
TALONT000616860	M26.darkorange	darkorange	26	0.7429564403517471	26	ENSG00000132718.9_3	SYT11_TALONT000616860	SYT11	ENSG00000132718	NIC
TALONT000616879	M11.greenyellow	greenyellow	11	0.7048060655162924	11	ENSG00000132718.9_3	SYT11_TALONT000616879	SYT11	ENSG00000132718	NNC
TALONT000616909	M10.purple	purple	10	0.6337051708968539	10	ENSG00000132718.9_3	SYT11_TALONT000616909	SYT11	ENSG00000132718	ISM
TALONT000616931	M7.black	black	7	0.692038867316213	7	ENSG00000132718.9_3	SYT11_TALONT000616931	SYT11	ENSG00000132718	NNC
TALONT000617009	M9.magenta	magenta	9	0.48686981753832803	9	ENSG00000146247.14_5	PHIP_TALONT000617009	PHIP	ENSG00000146247	ISM
TALONT000617095	M2.blue	blue	2	0.9515824689485088	2	ENSG00000146247.14_5	PHIP_TALONT000617095	PHIP	ENSG00000146247	NIC
TALONT000617101	M2.blue	blue	2	0.9782251340703944	2	ENSG00000146247.14_5	PHIP_TALONT000617101	PHIP	ENSG00000146247	ISM
TALONT000617105	M2.blue	blue	2	0.9338268899925061	2	ENSG00000146247.14_5	PHIP_TALONT000617105	PHIP	ENSG00000146247	NIC
TALONT000617122	M21.darkred	darkred	21	0.8906817589937076	21	ENSG00000146247.14_5	PHIP_TALONT000617122	PHIP	ENSG00000146247	ISM
TALONT000617139	M4.yellow	yellow	4	0.9057727012527158	4	ENSG00000146247.14_5	PHIP_TALONT000617139	PHIP	ENSG00000146247	ISM
TALONT000617151	M2.blue	blue	2	0.8414888738164256	2	ENSG00000146247.14_5	PHIP_TALONT000617151	PHIP	ENSG00000146247	ISM
TALONT000617217	M11.greenyellow	greenyellow	11	0.7086550216657747	11	ENSG00000132718.9_3	SYT11_TALONT000617217	SYT11	ENSG00000132718	NIC
TALONT000617235	M10.purple	purple	10	0.6610172207066094	10	ENSG00000111581.10_6	NUP107_TALONT000617235	NUP107	ENSG00000111581	NIC
TALONT000617401	M2.blue	blue	2	0.949969833830904	2	ENSG00000171316.12_4	CHD7_TALONT000617401	CHD7	ENSG00000171316	ISM
TALONT000617476	M3.brown	brown	3	0.7758821906361876	3	ENSG00000174953.14_8	DHX36_TALONT000617476	DHX36	ENSG00000174953	ISM
TALONT000617626	M2.blue	blue	2	0.9072078653000026	2	ENSG00000171316.12_4	CHD7_TALONT000617626	CHD7	ENSG00000171316	NIC
TALONT000617637	M23.darkturquoise	darkturquoise	23	0.6569811843456808	23	ENSG00000111581.10_6	NUP107_TALONT000617637	NUP107	ENSG00000111581	ISM
TALONT000617733	M2.blue	blue	2	0.8654782626082064	2	ENSG00000171316.12_4	CHD7_TALONT000617733	CHD7	ENSG00000171316	ISM
TALONT000617765	M2.blue	blue	2	0.9200854406862132	2	ENSG00000146247.14_5	PHIP_TALONT000617765	PHIP	ENSG00000146247	ISM
TALONT000617967	M2.blue	blue	2	0.8218883156230494	2	ENSG00000171316.12_4	CHD7_TALONT000617967	CHD7	ENSG00000171316	ISM
TALONT000618028	M2.blue	blue	2	0.7913488020083326	2	ENSG00000171316.12_4	CHD7_TALONT000618028	CHD7	ENSG00000171316	ISM
TALONT000618159	M22.darkgreen	darkgreen	22	0.7387063120422852	22	ENSG00000111605.18_5	CPSF6_TALONT000618159	CPSF6	ENSG00000111605	NNC
TALONT000618196	M2.blue	blue	2	0.9555088615159664	2	ENSG00000178162.8_5	FAR2P2_TALONT000618196	FAR2P2	ENSG00000178162	ISM
TALONT000618207	M2.blue	blue	2	0.9074207628839387	2	ENSG00000178162.8_5	FAR2P2_TALONT000618207	FAR2P2	ENSG00000178162	ISM
TALONT000618294	M8.pink	pink	8	0.7531960769910616	8	ENSG00000177182.11_4	CLVS1_TALONT000618294	CLVS1	ENSG00000177182	NIC
TALONT000618302	M5.green	green	5	0.7237257752430779	5	ENSG00000177182.11_4	CLVS1_TALONT000618302	CLVS1	ENSG00000177182	ISM
TALONT000618315	M2.blue	blue	2	0.8433904382616474	2	ENSG00000178162.8_5	FAR2P2_TALONT000618315	FAR2P2	ENSG00000178162	ISM
TALONT000618387	M2.blue	blue	2	0.9246189394154624	2	ENSG00000118418.14_4	HMGN3_TALONT000618387	HMGN3	ENSG00000118418	ISM
TALONT000618397	M15.midnightblue	midnightblue	15	0.8633248738067565	15	ENSG00000118418.14_4	HMGN3_TALONT000618397	HMGN3	ENSG00000118418	ISM
TALONT000618548	M18.lightgreen	lightgreen	18	0.6486818726378902	18	ENSG00000198363.18_5	ASPH_TALONT000618548	ASPH	ENSG00000198363	NIC
TALONT000618656	M2.blue	blue	2	0.8981152698402762	2	ENSG00000198363.18_5	ASPH_TALONT000618656	ASPH	ENSG00000198363	NIC
TALONT000618661	M28.skyblue	skyblue	28	0.901037935169048	28	ENSG00000198363.18_5	ASPH_TALONT000618661	ASPH	ENSG00000198363	NIC
TALONT000618674	M2.blue	blue	2	0.8961848455743043	2	ENSG00000198363.18_5	ASPH_TALONT000618674	ASPH	ENSG00000198363	NIC
TALONT000618698	M33.darkolivegreen	darkolivegreen	33	0.7203419098158885	33	ENSG00000198363.18_5	ASPH_TALONT000618698	ASPH	ENSG00000198363	NIC
TALONT000618717	M39.orangered4	orangered4	39	0.7404666320909495	39	ENSG00000150625.16_6	GPM6A_TALONT000618717	GPM6A	ENSG00000150625	ISM
TALONT000618767	M2.blue	blue	2	0.8430381401569462	2	ENSG00000240253.6_5	FAR2P3_TALONT000618767	FAR2P3	ENSG00000240253	NIC
TALONT000618815	M6.red	red	6	0.724563910557768	6	ENSG00000163659.13_4	TIPARP_TALONT000618815	TIPARP	ENSG00000163659	ISM
TALONT000619070	M29.saddlebrown	saddlebrown	29	0.8037024070568566	29	ENSG00000132718.9_3	SYT11_TALONT000619070	SYT11	ENSG00000132718	ISM
TALONT000619071	M28.skyblue	skyblue	28	0.7123275308195086	28	ENSG00000163660.11_3	CCNL1_TALONT000619071	CCNL1	ENSG00000163660	NIC
TALONT000619084	M22.darkgreen	darkgreen	22	0.7132723820106612	22	ENSG00000163660.11_3	CCNL1_TALONT000619084	CCNL1	ENSG00000163660	NIC
TALONT000619086	M12.tan	tan	12	0.8100037101574951	12	ENSG00000163660.11_3	CCNL1_TALONT000619086	CCNL1	ENSG00000163660	NIC
TALONT000619107	M44.floralwhite	floralwhite	44	0.692489660689121	44	ENSG00000163660.11_3	CCNL1_TALONT000619107	CCNL1	ENSG00000163660	NIC
TALONT000619133	M1.turquoise	turquoise	1	0.8141326348408825	1	ENSG00000136002.19_5	ARHGEF4_TALONT000619133	ARHGEF4	ENSG00000136002	NIC
TALONT000619154	M3.brown	brown	3	0.9774895350148808	3	ENSG00000166226.13_3	CCT2_TALONT000619154	CCT2	ENSG00000166226	ISM
TALONT000619158	M25.orange	orange	25	0.6542826948841204	25	ENSG00000166226.13_3	CCT2_TALONT000619158	CCT2	ENSG00000166226	NIC
TALONT000619162	M42.lightcyan1	lightcyan1	42	0.6590259678851408	42	ENSG00000136002.19_5	ARHGEF4_TALONT000619162	ARHGEF4	ENSG00000136002	ISM
TALONT000619164	M50.thistle2	thistle2	50	0.7897423235608447	50	ENSG00000166226.13_3	CCT2_TALONT000619164	CCT2	ENSG00000166226	NNC
TALONT000619240	M4.yellow	yellow	4	0.6975608338789954	4	ENSG00000135338.14_6	LCA5_TALONT000619240	LCA5	ENSG00000135338	ISM
TALONT000619346	M16.lightcyan	lightcyan	16	0.7496681099310214	16	ENSG00000163660.11_3	CCNL1_TALONT000619346	CCNL1	ENSG00000163660	NIC
TALONT000619405	M37.skyblue3	skyblue3	37	0.7880619631557841	37	ENSG00000132718.9_3	SYT11_TALONT000619405	SYT11	ENSG00000132718	ISM
TALONT000619416	M8.pink	pink	8	0.5881549779689816	8	ENSG00000166226.13_3	CCT2_TALONT000619416	CCT2	ENSG00000166226	ISM
TALONT000619476	M3.brown	brown	3	0.826269703273166	3	ENSG00000163660.11_3	CCNL1_TALONT000619476	CCNL1	ENSG00000163660	ISM
TALONT000619669	M21.darkred	darkred	21	0.8975271213933118	21	ENSG00000111596.13_6	CNOT2_TALONT000619669	CNOT2	ENSG00000111596	NIC
TALONT000619800	M2.blue	blue	2	0.8825914626113232	2	ENSG00000197415.12_8	VEPH1_TALONT000619800	VEPH1	ENSG00000197415	ISM
TALONT000620041	M2.blue	blue	2	0.8703197578039008	2	ENSG00000112742.10_4	TTK_TALONT000620041	TTK	ENSG00000112742	ISM
TALONT000620045	M2.blue	blue	2	0.9432285597798897	2	ENSG00000112742.10_4	TTK_TALONT000620045	TTK	ENSG00000112742	NIC
TALONT000620147	M27.white	white	27	0.7031208824811785	27	ENSG00000132680.11_6	KHDC4_TALONT000620147	KHDC4	ENSG00000132680	ISM
TALONT000620253	M17.grey60	grey60	17	0.913794331639413	17	ENSG00000115762.16_3	PLEKHB2_TALONT000620253	PLEKHB2	ENSG00000115762	NIC
TALONT000620593	M35.sienna3	sienna3	35	0.6781680636406359	35	ENSG00000185728.17_7	YTHDF3_TALONT000620593	YTHDF3	ENSG00000185728	NIC
TALONT000620691	M2.blue	blue	2	0.8819173931878793	2	ENSG00000109674.4_3	NEIL3_TALONT000620691	NEIL3	ENSG00000109674	ISM
TALONT000620725	M42.lightcyan1	lightcyan1	42	0.857221681922858	42	ENSG00000168827.14_6	GFM1_TALONT000620725	GFM1	ENSG00000168827	ISM
TALONT000620802	M39.orangered4	orangered4	39	0.7875387638068613	39	ENSG00000005700.15_6	IBTK_TALONT000620802	IBTK	ENSG00000005700	ISM
TALONT000620828	M27.white	white	27	0.6985281314816887	27	ENSG00000005700.15_6	IBTK_TALONT000620828	IBTK	ENSG00000005700	ISM
TALONT000620861	M3.brown	brown	3	0.7639160027239872	3	ENSG00000133858.16_4	ZFC3H1_TALONT000620861	ZFC3H1	ENSG00000133858	ISM
TALONT000620915	M5.green	green	5	0.8700826332608199	5	ENSG00000185728.17_7	YTHDF3_TALONT000620915	YTHDF3	ENSG00000185728	ISM
TALONT000621018	M16.lightcyan	lightcyan	16	0.6403844996422037	16	ENSG00000168827.14_6	GFM1_TALONT000621018	GFM1	ENSG00000168827	NIC
TALONT000621039	M9.magenta	magenta	9	0.4140171214563186	9	ENSG00000116584.20_7	ARHGEF2_TALONT000621039	ARHGEF2	ENSG00000116584	ISM
TALONT000621049	M4.yellow	yellow	4	0.8358327546876514	4	ENSG00000116584.20_7	ARHGEF2_TALONT000621049	ARHGEF2	ENSG00000116584	NNC
TALONT000621057	M26.darkorange	darkorange	26	0.7147192781124379	26	ENSG00000116584.20_7	ARHGEF2_TALONT000621057	ARHGEF2	ENSG00000116584	NIC
TALONT000621074	M12.tan	tan	12	0.8324641196099599	12	ENSG00000116584.20_7	ARHGEF2_TALONT000621074	ARHGEF2	ENSG00000116584	NIC
TALONT000621097	M21.darkred	darkred	21	0.8311090040766932	21	ENSG00000116584.20_7	ARHGEF2_TALONT000621097	ARHGEF2	ENSG00000116584	NIC
TALONT000621135	M13.salmon	salmon	13	0.5740708931975808	13	ENSG00000152117.17_5	AC073869.1_TALONT000621135	AC073869.1	ENSG00000152117	NNC
TALONT000621146	M13.salmon	salmon	13	0.6811863031959571	13	ENSG00000152117.17_5	AC073869.1_TALONT000621146	AC073869.1	ENSG00000152117	NIC
TALONT000621210	M5.green	green	5	0.9063159688217557	5	ENSG00000139291.14_5	TMEM19_TALONT000621210	TMEM19	ENSG00000139291	NNC
TALONT000621215	M5.green	green	5	0.795975413448034	5	ENSG00000139291.14_5	TMEM19_TALONT000621215	TMEM19	ENSG00000139291	NNC
TALONT000621242	M5.green	green	5	0.7630325302363784	5	ENSG00000139291.14_5	TMEM19_TALONT000621242	TMEM19	ENSG00000139291	NIC
TALONT000621396	M13.salmon	salmon	13	0.5384781376677177	13	ENSG00000168827.14_6	GFM1_TALONT000621396	GFM1	ENSG00000168827	ISM
TALONT000621535	M13.salmon	salmon	13	0.6647531521240553	13	ENSG00000083097.14_5	DOP1A_TALONT000621535	DOP1A	ENSG00000083097	ISM
TALONT000621544	M5.green	green	5	0.7193734106534259	5	ENSG00000083097.14_5	DOP1A_TALONT000621544	DOP1A	ENSG00000083097	ISM
TALONT000621617	M21.darkred	darkred	21	0.8168176927795985	21	ENSG00000116584.20_7	ARHGEF2_TALONT000621617	ARHGEF2	ENSG00000116584	NIC
TALONT000621875	M34.darkmagenta	darkmagenta	34	0.6869150355009067	34	ENSG00000013375.16_8	PGM3_TALONT000621875	PGM3	ENSG00000013375	ISM
TALONT000621928	M1.turquoise	turquoise	1	0.8452636721305485	1	ENSG00000218336.9_6	TENM3_TALONT000621928	TENM3	ENSG00000218336	ISM
TALONT000621936	M1.turquoise	turquoise	1	0.7999405809612645	1	ENSG00000218336.9_6	TENM3_TALONT000621936	TENM3	ENSG00000218336	ISM
TALONT000622007	M1.turquoise	turquoise	1	0.8496046994117653	1	ENSG00000163046.15_4	ANKRD30BL_TALONT000622007	ANKRD30BL	ENSG00000163046	ISM
TALONT000622013	M1.turquoise	turquoise	1	0.8373441289375875	1	ENSG00000163046.15_4	ANKRD30BL_TALONT000622013	ANKRD30BL	ENSG00000163046	NNC
TALONT000622023	M27.white	white	27	0.562867402907176	27	ENSG00000013375.16_8	PGM3_TALONT000622023	PGM3	ENSG00000013375	ISM
TALONT000622180	M1.turquoise	turquoise	1	0.8719507658690634	1	ENSG00000283154.2_5	IQCJ-SCHIP1_TALONT000622180	IQCJ-SCHIP1	ENSG00000283154	NIC
TALONT000622212	M1.turquoise	turquoise	1	0.9066296000963968	1	ENSG00000283154.2_5	IQCJ-SCHIP1_TALONT000622212	IQCJ-SCHIP1	ENSG00000283154	ISM
TALONT000622250	M4.yellow	yellow	4	0.5606360422762798	4	ENSG00000150551.11_4	LYPD1_TALONT000622250	LYPD1	ENSG00000150551	ISM
TALONT000622298	M1.turquoise	turquoise	1	0.7971152015295535	1	ENSG00000066855.16_5	MTFR1_TALONT000622298	MTFR1	ENSG00000066855	NIC
TALONT000622317	M49.plum2	plum2	49	0.5176189936534241	49	ENSG00000013392.8_3	RWDD2A_TALONT000622317	RWDD2A	ENSG00000013392	NNC
TALONT000622365	M5.green	green	5	0.6286618427701628	5	ENSG00000205268.10_3	PDE7A_TALONT000622365	PDE7A	ENSG00000205268	ISM
TALONT000622373	M7.black	black	7	0.62409019563769	7	ENSG00000205268.10_3	PDE7A_TALONT000622373	PDE7A	ENSG00000205268	NNC
TALONT000622375	M27.white	white	27	0.4547065805639014	27	ENSG00000205268.10_3	PDE7A_TALONT000622375	PDE7A	ENSG00000205268	ISM
TALONT000622423	M1.turquoise	turquoise	1	0.7692921006052051	1	ENSG00000176771.17_8	NCKAP5_TALONT000622423	NCKAP5	ENSG00000176771	ISM
TALONT000622428	M2.blue	blue	2	0.8863491901927641	2	ENSG00000176771.17_8	NCKAP5_TALONT000622428	NCKAP5	ENSG00000176771	ISM
TALONT000622461	M30.steelblue	steelblue	30	0.9030285170475093	30	ENSG00000065609.14_8	SNAP91_TALONT000622461	SNAP91	ENSG00000065609	NIC
TALONT000622467	M20.royalblue	royalblue	20	0.851704467692234	20	ENSG00000065609.14_8	SNAP91_TALONT000622467	SNAP91	ENSG00000065609	NIC
TALONT000622511	M5.green	green	5	0.792325723238444	5	ENSG00000065609.14_8	SNAP91_TALONT000622511	SNAP91	ENSG00000065609	ISM
TALONT000622526	M1.turquoise	turquoise	1	0.9036509141493289	1	ENSG00000065609.14_8	SNAP91_TALONT000622526	SNAP91	ENSG00000065609	ISM
TALONT000622912	M31.paleturquoise	paleturquoise	31	0.6923339655579649	31	ENSG00000283154.2_5	IQCJ-SCHIP1_TALONT000622912	IQCJ-SCHIP1	ENSG00000283154	ISM
TALONT000622929	M7.black	black	7	0.3774181665694624	7	ENSG00000182552.15_5	RWDD4_TALONT000622929	RWDD4	ENSG00000182552	NIC
TALONT000623034	M5.green	green	5	0.7648322477935764	5	ENSG00000068885.15_8	IFT80_TALONT000623034	IFT80	ENSG00000068885	NIC
TALONT000623120	M29.saddlebrown	saddlebrown	29	0.7509976672548833	29	ENSG00000180881.19_8	CAPS2_TALONT000623120	CAPS2	ENSG00000180881	NIC
TALONT000623326	M2.blue	blue	2	0.8427661750561886	2	ENSG00000111615.14_6	KRR1_TALONT000623326	KRR1	ENSG00000111615	NNC
TALONT000623331	M25.orange	orange	25	0.8291315029413273	25	ENSG00000168538.16_3	TRAPPC11_TALONT000623331	TRAPPC11	ENSG00000168538	NIC
TALONT000623586	M27.white	white	27	0.6247443225995952	27	ENSG00000160803.8_4	UBQLN4_TALONT000623586	UBQLN4	ENSG00000160803	ISM
TALONT000623661	M35.sienna3	sienna3	35	0.7505900899099843	35	ENSG00000104218.14_6	CSPP1_TALONT000623661	CSPP1	ENSG00000104218	NIC
TALONT000623667	M45.darkorange2	darkorange2	45	0.4724225799599284	45	ENSG00000104218.14_6	CSPP1_TALONT000623667	CSPP1	ENSG00000104218	ISM
TALONT000623684	M7.black	black	7	0.5233249203915692	7	ENSG00000168538.16_3	TRAPPC11_TALONT000623684	TRAPPC11	ENSG00000168538	NIC
TALONT000623748	M44.floralwhite	floralwhite	44	0.7760263730540239	44	ENSG00000160803.8_4	UBQLN4_TALONT000623748	UBQLN4	ENSG00000160803	ISM
TALONT000623831	M42.lightcyan1	lightcyan1	42	0.7754347508942998	42	ENSG00000168538.16_3	TRAPPC11_TALONT000623831	TRAPPC11	ENSG00000168538	ISM
TALONT000623887	M23.darkturquoise	darkturquoise	23	0.6000373958895389	23	ENSG00000168538.16_3	TRAPPC11_TALONT000623887	TRAPPC11	ENSG00000168538	ISM
TALONT000623940	M15.midnightblue	midnightblue	15	0.8282224759083991	15	ENSG00000113810.16_5	SMC4_TALONT000623940	SMC4	ENSG00000113810	ISM
TALONT000623961	M15.midnightblue	midnightblue	15	0.932588390116033	15	ENSG00000113810.16_5	SMC4_TALONT000623961	SMC4	ENSG00000113810	ISM
TALONT000623973	M4.yellow	yellow	4	0.7972215960892722	4	ENSG00000113810.16_5	SMC4_TALONT000623973	SMC4	ENSG00000113810	ISM
TALONT000623978	M4.yellow	yellow	4	0.6174892572261933	4	ENSG00000113810.16_5	SMC4_TALONT000623978	SMC4	ENSG00000113810	ISM
TALONT000623981	M2.blue	blue	2	0.8595532258153091	2	ENSG00000113810.16_5	SMC4_TALONT000623981	SMC4	ENSG00000113810	ISM
TALONT000624072	M44.floralwhite	floralwhite	44	0.5627988859592735	44	ENSG00000066777.9_6	ARFGEF1_TALONT000624072	ARFGEF1	ENSG00000066777	ISM
TALONT000624109	M5.green	green	5	0.8168196314676284	5	ENSG00000066777.9_6	ARFGEF1_TALONT000624109	ARFGEF1	ENSG00000066777	ISM
TALONT000624115	M4.yellow	yellow	4	0.8002921708066675	4	ENSG00000113810.16_5	SMC4_TALONT000624115	SMC4	ENSG00000113810	ISM
TALONT000624141	M15.midnightblue	midnightblue	15	0.8649763518929027	15	ENSG00000113810.16_5	SMC4_TALONT000624141	SMC4	ENSG00000113810	ISM
TALONT000624304	M26.darkorange	darkorange	26	0.7103251680599088	26	ENSG00000046889.19_4	PREX2_TALONT000624304	PREX2	ENSG00000046889	ISM
TALONT000624539	M1.turquoise	turquoise	1	0.92352895494019	1	ENSG00000165084.16_5	C8orf34_TALONT000624539	C8orf34	ENSG00000165084	NIC
TALONT000624542	M1.turquoise	turquoise	1	0.8448047397034912	1	ENSG00000165084.16_5	C8orf34_TALONT000624542	C8orf34	ENSG00000165084	NNC
TALONT000624604	M1.turquoise	turquoise	1	0.766147277930937	1	ENSG00000137573.14_4	SULF1_TALONT000624604	SULF1	ENSG00000137573	ISM
TALONT000624645	M28.skyblue	skyblue	28	0.7621898356996052	28	ENSG00000135316.18_5	SYNCRIP_TALONT000624645	SYNCRIP	ENSG00000135316	ISM
TALONT000624665	M2.blue	blue	2	0.8407090198720358	2	ENSG00000113810.16_5	SMC4_TALONT000624665	SMC4	ENSG00000113810	ISM
TALONT000624672	M13.salmon	salmon	13	0.456250891147508	13	ENSG00000135316.18_5	SYNCRIP_TALONT000624672	SYNCRIP	ENSG00000135316	ISM
TALONT000624724	M2.blue	blue	2	0.8261944848590929	2	ENSG00000113810.16_5	SMC4_TALONT000624724	SMC4	ENSG00000113810	ISM
TALONT000624762	M2.blue	blue	2	0.8304601717140287	2	ENSG00000113810.16_5	SMC4_TALONT000624762	SMC4	ENSG00000113810	ISM
TALONT000624774	M18.lightgreen	lightgreen	18	0.7352283328130729	18	ENSG00000135316.18_5	SYNCRIP_TALONT000624774	SYNCRIP	ENSG00000135316	NIC
TALONT000624795	M51.thistle1	thistle1	51	0.8076914049241569	51	ENSG00000135316.18_5	SYNCRIP_TALONT000624795	SYNCRIP	ENSG00000135316	NIC
TALONT000624812	M35.sienna3	sienna3	35	0.7104466891009522	35	ENSG00000140396.13_6	NCOA2_TALONT000624812	NCOA2	ENSG00000140396	ISM
TALONT000624834	M2.blue	blue	2	0.8507285721198746	2	ENSG00000113810.16_5	SMC4_TALONT000624834	SMC4	ENSG00000113810	ISM
TALONT000624857	M2.blue	blue	2	0.8741824209850753	2	ENSG00000113810.16_5	SMC4_TALONT000624857	SMC4	ENSG00000113810	ISM
TALONT000624999	M10.purple	purple	10	0.6117889449559963	10	ENSG00000164305.19_7	CASP3_TALONT000624999	CASP3	ENSG00000164305	ISM
TALONT000625164	M27.white	white	27	0.690173560527179	27	ENSG00000260572.1_7	AC069224.2_TALONT000625164	AC069224.2	ENSG00000260572	Genomic
TALONT000625251	M4.yellow	yellow	4	0.6779843824529159	4	ENSG00000160789.20_5	LMNA_TALONT000625251	LMNA	ENSG00000160789	ISM
